exom	SL	X	X	O
#	SW	X	X	O
exodus	SL	X	X	O
#	SW	X	X	O
exois	SL	X	X	O
10	SN	X	X	O
#	SW	X	X	O
spao	SL	X	X	O
#	SW	X	X	O
love	SL	X	X	O
@	SW	X	X	O
SPAO	SL	X	X	A
신촌	NNP	X	X	A
오	VV	X	X	O
아	EC	X	X	O
디디	VV	X	X	O
알	EC	X	X	O
봉	NNG	X	X	O
잡	VV	X	X	O
고	EC	X	X	O
하	VV	X	X	O
면	EC	X	X	O
왼쪽	NNG	X	X	O
어깨	NNG	X	X	O
가	JKS	X	X	O
아프	VA	X	X	O
아	EC	X	X	O
뒤지	VV	X	X	O
지	EC	X	X	O
...	SE	X	X	O
천사	NNG	X	X	O
로	JKB	X	X	O
국민은행	NNP	P	P	A
에서	JKB	X	X	O
봉	NNG	X	X	O
학	NNG	X	X	O
4	SN	X	X	O
거리	NNB	X	X	O
소통	NNG	X	X	O
원활	NNG	X	X	O
.	SF	X	X	O
#	SW	X	X	O
poltra	SL	X	X	O
Brand	SL	X	X	O
new	SL	X	X	O
#	SW	X	X	O
Roof	SL	X	X	O
#	SW	X	X	O
Helmet	SL	X	X	O
for	SL	X	X	O
#	SW	X	X	O
Motorcycle	SL	X	X	O
!	SF	X	X	O
!	SF	X	X	O
!	SF	X	X	O
@	SW	X	X	O
카츠	NNP	X	P	A
로우	NNP	X	P	A
I	SL	X	X	O
'	SS	X	X	O
m	SL	X	X	O
at	SL	X	X	O
한림대학교	NNP	P	X	A
강동성심병원	NNP	P	X	A
in	SL	X	X	O
서울특별시	NNP	X	X	O
맥	NNG	X	X	O
모닝	NNG	X	X	O
.	SF	X	X	O
.	SF	X	X	O
회사	NNG	X	X	O
생각	NNG	X	X	O
하	VV	X	X	O
았	EP	X	X	O
더니	EC	X	X	O
먹	VV	X	X	O
다	EC	X	X	O
체	NNG	X	X	O
하	XSV	X	X	O
겠	EP	X	X	O
군	EC	X	X	O
;	SP	X	X	O
(	SS	X	X	O
@	SW	X	X	O
맥도날드	NNP	P	P	A
(	SS	X	X	O
McDonald	SL	X	X	O
'	SS	X	X	O
s	SL	X	X	O
)	SS	X	X	O
in	SL	X	X	O
서울	NNP	X	X	O
)	SS	X	X	O
치료	NNG	X	X	O
(	SS	X	X	O
@	SW	X	X	O
인천산재병원	NNP	X	X	A
)	SS	X	X	O
I	SL	X	X	O
'	SS	X	X	O
m	SL	X	X	O
at	SL	X	X	O
LH	SL	P	P	A
7	SN	P	P	A
단지	NNG	P	P	A
버스정류장	NNP	P	X	A
(	SS	X	X	O
35451	SN	X	X	O
,	SP	X	X	O
35452	SN	X	X	O
)	SS	X	X	O
Ahaha	SL	X	X	O
the	SL	X	X	O
bus	SL	X	X	O
im	SL	X	X	O
riding	SL	X	X	O
right	SL	X	X	O
now	SL	X	X	O
has	SL	X	X	O
a	SL	X	X	O
장수	NNG	X	X	A
상회	NNG	X	X	A
ad	SL	X	X	O
^	SW	X	X	O
^	SW	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
(	SS	X	X	O
@	SW	X	X	O
인천국제공항	NNP	P	P	A
(	SS	X	X	O
Incheon	SL	X	X	O
International	SL	X	X	O
Airport	SL	X	X	O
-	SS	X	X	O
ICN	SL	X	X	O
)	SS	X	X	O
in	SL	X	X	O
인천광역시	NNP	X	X	O
w	SL	X	X	O
/	SP	X	X	O
@	SW	X	X	O
kantima	SL	X	X	O
03	SN	X	X	O
)	SS	X	X	O
I	SL	X	X	O
'	SS	X	X	O
m	SL	X	X	O
at	SL	X	X	O
LH	SL	P	X	A
영종	NNP	P	X	A
7	SN	P	X	A
단지	NNG	P	X	A
아파트	NNG	P	X	A
(	SS	X	X	O
LH	SL	X	X	O
Yeongjong	SL	X	X	O
7	SN	X	X	O
Apt	SL	X	X	O
)	SS	X	X	O
in	SL	X	X	O
중구	NNP	X	X	O
,	SP	X	X	O
인천광역시	NNP	X	X	O
Pertama	SL	X	X	O
kali	SL	X	X	O
dgr	SL	X	X	O
Toto	SL	X	X	O
dan	SL	X	X	O
Queen	SL	X	X	O
dari	SL	X	X	O
…	SE	X	X	O
?	SF	X	X	O
Africa	SL	X	X	O
by	SL	X	X	O
Toto	SL	X	X	O
(	SS	X	X	O
at	SL	X	X	O
인도네시아	NNP	X	P	A
대사관	NNG	X	P	A
(	SS	X	X	O
Embassy	SL	X	X	O
of	SL	X	X	O
The	SL	X	X	O
Republic	SL	X	X	O
of	SL	X	X	O
Indonesia	SL	X	X	O
)	SS	X	X	O
)	SS	X	X	O
?	SF	X	X	O
Culture	SL	X	X	O
and	SL	X	X	O
History	SL	X	X	O
.	SF	X	X	O
#	SW	X	X	O
Day	SL	X	X	O
4	SN	X	X	O
of	SL	X	X	O
8	SN	X	X	O
#	SW	X	X	O
Seoul	SL	X	X	O
#	SW	X	X	O
Korea	SL	X	X	O
(	SS	X	X	O
@	SW	X	X	O
국립민속박물관	NNP	P	P	A
(	SS	X	X	O
The	SL	X	X	O
National	SL	X	X	O
Folk	SL	X	X	O
Museum	SL	X	X	O
of	SL	X	X	O
Korea	SL	X	X	O
)	SS	X	X	O
in	SL	X	X	O
서울특별시	NNP	X	X	O
)	SS	X	X	O
エ	SL	X	X	O
?	SF	X	X	O
レックス	SL	X	X	O
?	SF	X	X	O
ってま	SL	X	X	O
?	SF	X	X	O
す	SL	X	X	O
@	SW	X	X	O
Incheon	SL	X	X	A
International	SL	X	X	A
Airport	SL	X	X	A
,	SP	X	X	A
대한항공	NNP	X	P	A
라운지	NNG	X	X	A
I	SL	X	X	O
'	SS	X	X	O
m	SL	X	X	O
at	SL	X	X	O
인천국제공항	NNP	P	P	A
(	SS	X	X	O
Incheon	SL	X	X	O
International	SL	X	X	O
Airport	SL	X	X	O
-	SS	X	X	O
ICN	SL	X	X	O
)	SS	X	X	O
in	SL	X	X	O
인천광역시	NNP	X	X	O
I	SL	X	X	O
'	SS	X	X	O
m	SL	X	X	O
at	SL	X	X	O
남대문시장	NNP	P	P	A
(	SS	X	X	O
Namdaemun	SL	X	X	O
Market	SL	X	X	O
)	SS	X	X	O
in	SL	X	X	O
서울특별시	NNP	X	X	O
No	SL	X	X	O
class	SL	X	X	O
day	SL	X	X	O
.	SF	X	X	O
(	SS	X	X	O
@	SW	X	X	O
International	SL	X	X	O
Lounge	SL	X	X	O
한국해양대학교	NNP	X	X	A
)	SS	X	X	O
#	SW	X	X	O
Ducati	SL	X	X	O
#	SW	X	X	O
899	SN	X	X	O
#	SW	X	X	O
Panigale	SL	X	X	O
with	SL	X	X	O
@	SW	X	X	O
isdead	SL	X	X	O
#	SW	X	X	O
Motorcycle	SL	X	X	O
#	SW	X	X	O
Replica	SL	X	X	O
@	SW	X	X	O
카츠	NNP	X	P	A
로우	NNP	X	P	A
I	SL	X	X	O
'	SS	X	X	O
m	SL	X	X	O
at	SL	X	X	O
남대문시장	NNP	P	P	A
(	SS	X	X	O
Namdaemun	SL	X	X	O
Market	SL	X	X	O
)	SS	X	X	O
in	SL	X	X	O
서울특별시	NNP	X	X	O
목소리	NNG	X	X	O
가	JKS	X	X	O
안	MAG	X	X	O
나오	VV	X	X	O
ㅁ	ETN	X	X	O
;	SP	X	X	O
;	SP	X	X	O
(	SS	X	X	O
@	SW	X	X	O
플러스	NNG	P	X	A
이비인후과	NNG	P	X	A
in	SL	X	X	O
서울시	NNP	X	X	O
)	SS	X	X	O
I	SL	X	X	O
'	SS	X	X	O
m	SL	X	X	O
at	SL	X	X	O
플라자	NNG	P	P	A
CC	SL	P	P	A
용인	NNP	P	P	A
(	SS	X	X	O
PLAZA	SL	X	X	O
CC	SL	X	X	O
YONGIN	SL	X	X	O
)	SS	X	X	O
in	SL	X	X	O
용인시	NNP	X	P	O
,	SP	X	X	O
경기도	NNP	X	X	O
슬픈	VA	X	X	O
마음	NNG	X	X	O
에	JKB	X	X	O
목이	NNP	X	X	O
메	NNG	X	X	O
이	VCP	X	X	O
ㅂ니다	EC	X	X	O
...	SE	X	X	O
눈물	NNG	X	X	O
같	VA	X	X	O
은	ETM	X	X	O
비	NNG	X	X	O
가	JKS	X	X	O
주	NNG	X	X	O
룩	NNG	X	X	O
주	NNG	X	X	O
룩	NNG	X	X	O
하염없이	MAG	X	X	O
내리	VV	X	X	O
네요	EC	X	X	O
#	SW	X	X	O
세월호	NNP	X	X	O
1	SN	X	X	O
주년	NNB	X	X	O
#	SW	X	X	O
추모	NNG	X	X	O
하	XSV	X	X	O
ㅂ시다	EC	X	X	O
#	SW	X	X	O
정환	NNP	X	X	O
석	NNB	X	X	O
#	SW	X	X	O
성남	NNP	X	X	O
#	SW	X	X	O
야탑	NNP	X	X	O
분향소	NNG	X	X	O
@	SW	X	X	O
야탑	NNP	X	X	A
광장	NNG	X	X	A
I	SL	X	X	O
'	SS	X	X	O
m	SL	X	X	O
at	SL	X	X	O
금촌역	NNP	P	X	A
버스정류장	NNP	P	X	O
in	SL	X	X	O
파주시	NNP	X	X	O
,	SP	X	X	O
경기도	NNP	X	X	O
비	XPN	X	X	O
가오	NNG	X	X	O
이	VCP	X	X	O
니	EC	X	X	O
~	SO	X	X	O
화곡동	NNP	X	P	O
으로	JKB	X	X	O
가로지르	VV	X	X	O
어	EC	X	X	O
가	VV	X	X	O
고	EC	X	X	O
싶	VX	X	X	O
네	EC	X	X	O
...	SE	X	X	O
ㅎ	NA	X	X	O
(	SS	X	X	O
@	SW	X	X	O
화곡역	NNP	P	X	A
사거리	NNG	P	X	O
in	SL	X	X	O
서울특별시	NNP	X	X	O
)	SS	X	X	O
Sokcho	SL	X	X	O
Annyeong	SL	X	X	O
.	SF	X	X	O
.	SF	X	X	O
(	SS	X	X	O
with	SL	X	X	O
Natalia	SL	X	X	O
at	SL	X	X	O
속초시외버스터미널	NNP	P	P	A
(	SS	X	X	O
Sokcho	SL	X	X	O
Bus	SL	X	X	O
Station	SL	X	X	O
)	SS	X	X	O
)	SS	X	X	O
?	SF	X	X	O
I	SL	X	X	O
'	SS	X	X	O
m	SL	X	X	O
at	SL	X	X	O
금촌역	NNP	P	X	A
(	SS	X	X	O
Geumchon	SL	X	X	O
Stn	SL	X	X	O
.	SF	X	X	O
)	SS	X	X	O
-	SS	X	X	O
@	SW	X	X	O
korail	SL	X	X	O
1899	SN	X	X	O
in	SL	X	X	O
파주시	NNP	X	X	O
,	SP	X	X	O
Gyeonggi	SL	X	X	O
Sejuk	SL	X	X	O
.	SF	X	X	O
(	SS	X	X	O
@	SW	X	X	O
N서울타워	NNP	P	P	A
(	SS	X	X	O
N	SL	X	X	O
Seoul	SL	X	X	O
Tower	SL	X	X	O
)	SS	X	X	O
in	SL	X	X	O
서울특별시	NNP	X	X	O
)	SS	X	X	O
비	NNG	X	X	O
가	JKS	X	X	O
오	VV	X	X	O
는	ETM	X	X	O
날	NNG	X	X	O
에	JKB	X	X	O
#	SW	X	X	O
여의도	NNP	X	P	O
#	SW	X	X	O
ifc	SL	X	X	O
몸	VV	X	X	O
쇼핑	NNG	X	X	O
하	VV	X	X	O
러	EC	X	X	O
온	IC	X	X	O
~	SO	X	X	O
#	SW	X	X	O
홀리스	NNP	X	P	O
터	NNB	X	P	O
#	SW	X	X	O
hollister	SL	X	X	O
구입	NNG	X	X	O
완료	NNG	X	X	O
!	SF	X	X	O
!	SF	X	X	O
@	SW	X	X	O
여의도	NNP	X	P	A
IFC	SL	X	P	A
몰	NNG	X	P	A
국도	NNG	X	X	O
5호선	NNP	X	X	O
금	NNG	X	X	O
대리	NNG	X	X	O
-	SS	X	X	O
>	SS	X	X	O
영서고등학교	NNP	X	X	A
구간	NNG	X	X	O
소통	NNG	X	X	O
원활	NNG	X	X	O
#	SW	X	X	O
poltra	SL	X	X	O
Learning	SL	X	X	O
hangul	SL	X	X	O
(	SS	X	X	O
at	SL	X	X	O
한국외국어대학교	NNP	X	X	A
(	SS	X	X	O
Hankuk	SL	X	X	O
University	SL	X	X	O
of	SL	X	X	O
Foreign	SL	X	X	O
Studies	SL	X	X	O
)	SS	X	X	O
)	SS	X	X	O
[	SS	X	X	O
pic	SL	X	X	O
]	SS	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
#	SW	X	X	O
korea	SL	X	X	O
@	SW	X	X	O
티	NNG	X	X	A
라이트	NNG	X	X	A
휴게소	NNP	X	P	A
시화	NNG	X	X	A
조력	NNG	X	X	A
문화관	NNG	X	X	A
달	NNG	X	P	A
전망대	NNG	X	P	A
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
!	SF	X	X	O
!	SF	X	X	O
!	SF	X	X	O
@	SW	X	X	O
유가	NNG	X	P	A
네	XSN	X	P	A
홍대	NNP	X	X	A
점	NNB	X	X	A
I	SL	X	X	O
'	SS	X	X	O
m	SL	X	X	O
at	SL	X	X	O
연세	NNP	X	P	A
이비인후과	NNG	X	P	A
벌써	MAG	X	X	O
일	NNB	X	X	O
년	NNB	X	X	O
...	SE	X	X	O
Hope	SL	X	X	O
...	SE	X	X	O
@	SW	X	X	O
롯데월드몰	NNP	X	P	A
@	SW	X	X	O
newsvop	SL	X	X	O
@	SW	X	X	O
Bleach	SL	X	X	O
0719	SN	X	X	O
오	VV	X	X	O
아	EC	X	X	O
진짜	MAG	X	X	O
저런	MM	X	X	O
것	NNB	X	X	O
이	JKS	X	X	O
대통령	NNG	X	X	O
?	SF	X	X	O
뭐	NP	X	X	O
가	JKS	X	X	O
무섭	VA	X	X	O
니	EF	X	X	O
?	SF	X	X	O
안산	NNP	X	X	O
에	JKB	X	X	O
안	MAG	X	X	O
가	VV	X	X	O
고	EC	X	X	O
팽목항	NNP	X	X	A
가게	NNG	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
I	SL	X	X	O
'	SS	X	X	O
m	SL	X	X	O
at	SL	X	X	O
홍대입구역	NNP	P	X	A
(	SS	X	X	O
Hongik	SL	X	X	O
Univ	SL	X	X	O
.	SF	X	X	O
Stn	SL	X	X	O
.	SF	X	X	O
)	SS	X	X	O
-	SS	X	X	O
@	SW	X	X	O
seoul	SL	X	X	O
_	SW	X	X	O
metro	SL	X	X	O
in	SL	X	X	O
서울특별시	NNP	X	X	O
I	SL	X	X	O
'	SS	X	X	O
m	SL	X	X	O
at	SL	X	X	O
대림	NNP	P	P	A
미술관	NNG	P	P	A
(	SS	X	X	O
Daelim	SL	X	X	O
Contemporary	SL	X	X	O
Art	SL	X	X	O
Museum	SL	X	X	O
)	SS	X	X	O
-	SS	X	X	O
@	SW	X	X	O
daelim	SL	X	X	O
_	SW	X	X	O
museum	SL	X	X	O
in	SL	X	X	O
서울특별시	NNP	X	X	O
By	SL	X	X	O
cacaoz	SL	X	X	O
@	SW	X	X	O
동대문디자인플라자	NNP	X	X	A
(	SS	X	X	O
Dongdaemun	SL	X	X	O
Design	SL	X	X	O
Plaza	SL	X	X	O
,	SP	X	X	O
DDP	SL	X	X	O
)	SS	X	X	O
그	MM	X	X	O
차	NNG	X	X	O
많	VA	X	X	O
은	ETM	X	X	O
미국	NNP	X	X	O
서	JKB	X	X	O
도	JX	X	X	O
이런	MM	X	X	O
거	NNB	X	X	O
없	VA	X	X	O
던	ETM	X	X	O
거	NNB	X	X	O
같	VA	X	X	O
던데	EC	X	X	O
3	SN	X	X	O
년	NNB	X	X	O
된	XSV	X	X	O
차	NNG	X	X	O
를	JKO	X	X	O
돈	NNG	X	X	O
받	VV	X	X	O
구	EC	X	X	O
검사	NNG	X	X	O
하	XSV	X	X	O
ㄴ다	EF	X	X	O
?	SF	X	X	O
누구	NP	X	X	O
좋	VA	X	X	O
으라구	EC	X	X	O
만듨	VV	X	X	O
것	NNB	X	X	O
같	VA	X	X	O
다는	ETM	X	X	O
.	SF	X	X	O
할	NNB	X	X	O
튼	VV	X	X	O
이	MM	X	X	O
나라	NNG	X	X	O
는	JX	X	X	O
언제	NP	X	X	O
쯤	NNB	X	X	O
이나	JX	X	X	O
좋	VA	X	X	O
은	ETM	X	X	O
나라	NNG	X	X	O
가	JKS	X	X	O
되	VV	X	X	O
ㄹ지	EF	X	X	O
.	SF	X	X	O
(	SS	X	X	O
@	SW	X	X	O
교통안전공단	NNP	P	X	A
강남	NNP	P	X	A
검사소	NNG	P	X	A
in	SL	X	X	O
서울시	NNP	X	X	O
)	SS	X	X	O
By	SL	X	X	O
@	SW	X	X	O
kkamoxo	SL	X	X	O
see	SL	X	X	O
tomorrow	SL	X	X	O
!	SF	X	X	O
At	SL	X	X	O
arttoyculture	SL	X	X	O
@	SW	X	X	O
동대문디자인플라자	NNP	X	X	A
(	SS	X	X	O
Dongdaemun	SL	X	X	O
Design	SL	X	X	O
Plaza	SL	X	X	O
,	SP	X	X	O
DDP	SL	X	X	O
)	SS	X	X	O
#	SW	X	X	O
서래마을	NNP	X	P	O
#	SW	X	X	O
스시	NNP	X	P	A
타	NNG	X	P	A
노	NNG	X	P	A
#	SW	X	X	O
스시	NNP	X	X	O
#	SW	X	X	O
?	SF	X	X	O
#	SW	X	X	O
점심	NNG	X	X	O
@	SW	X	X	O
스시	NNP	X	P	A
타	NNG	X	P	A
노	NNG	X	P	A
#	SW	X	X	O
스시	NNP	X	P	A
타	NNG	X	P	A
노	NNG	X	P	A
#	SW	X	X	O
스시	NNP	X	X	O
#	SW	X	X	O
서래마을	NNP	X	P	O
@	SW	X	X	O
스시	NNP	X	P	A
타	NNG	X	P	A
노	NNG	X	P	A
@	SW	X	X	O
_	SW	X	X	O
_	SW	X	X	O
jisu	SL	X	X	O
_	SW	X	X	O
_	SW	X	X	O
금호강	NNP	X	X	A
건너	VV	X	X	O
ㅁ	ETN	X	X	O
#	SW	X	X	O
서래마을	NNP	X	P	O
#	SW	X	X	O
스시	NNP	X	P	A
타	NNG	X	P	A
노	NNG	X	P	A
#	SW	X	X	O
울	VV	X	X	O
니	EC	X	X	O
@	SW	X	X	O
스시	NNP	X	P	A
타	NNG	X	P	A
노	NNG	X	P	A
#	SW	X	X	O
부엉이	NNP	X	X	O
맥주	NNG	X	X	O
#	SW	X	X	O
비어	NNG	X	X	O
#	SW	X	X	O
beer	SL	X	X	O
#	SW	X	X	O
서래마을	NNP	X	P	O
@	SW	X	X	O
스시	NNP	X	P	A
타	NNG	X	P	A
노	NNG	X	P	A
워크샵	NNP	X	X	O
서막	NNG	X	X	O
...	SE	X	X	O
(	SS	X	X	O
@	SW	X	X	O
이순신	NNP	P	P	A
횟집	NNG	P	P	A
in	SL	X	X	O
안산시	NNP	X	X	O
,	SP	X	X	O
경기도	NNP	X	X	O
)	SS	X	X	O
여기	NP	X	X	O
는	JX	X	X	O
업무	NNG	X	X	O
차	NNG	X	X	O
방문	NNG	X	X	O
도	JX	X	X	O
주차	NNG	X	X	O
요금	NNG	X	X	O
을	JKO	X	X	O
받	VV	X	X	O
음	ETN	X	X	O
(	SS	X	X	O
@	SW	X	X	O
기독교	NNG	P	X	A
연합회	NNG	P	X	A
관	JKB	P	X	A
in	SL	X	X	O
Seoul	SL	X	X	O
)	SS	X	X	O
Just	SL	X	X	O
a	SL	X	X	O
sketch	SL	X	X	O
,	SP	X	X	O
it	SL	X	X	O
'	SS	X	X	O
s	SL	X	X	O
so	SL	X	X	O
ugly	SL	X	X	O
lol	SL	X	X	O
?	SF	X	X	O
@	SW	X	X	O
인사동	NNP	X	P	A
신	XPN	X	X	A
옛	NNG	X	P	A
찻집	NNG	X	P	A
I	SL	X	X	O
'	SS	X	X	O
m	SL	X	X	O
at	SL	X	X	O
貢茶	SH	X	X	O
(	SS	X	X	O
공차	NNP	X	X	A
)	SS	X	X	O
/	SP	X	X	O
GONG	SL	X	X	O
CHA	SL	X	X	O
in	SL	X	X	O
Seoul	SL	X	X	O
맛있	VA	X	X	O
네	EC	X	X	O
~	SO	X	X	O
really	SL	X	X	O
good	SL	X	X	O
samgyeobsal	SL	X	X	O
!	SF	X	X	O
@	SW	X	X	O
고기	NNG	X	P	A
창고	NNG	X	P	A
방금	MAG	X	X	O
사진	NNG	X	X	O
게시	NNG	X	X	O
@	SW	X	X	O
대관초등학교	NNP	X	X	A
비	NNG	X	X	O
가	JKS	X	X	O
오	VV	X	X	O
는	ETM	X	X	O
날	NNG	X	X	O
이	VCP	X	X	O
ㄴ데	EC	X	X	O
빙수	NNG	X	X	O
를	JKO	X	X	O
먹	VV	X	X	O
었	EP	X	X	O
어	EF	X	X	O
!	SF	X	X	O
ㅋㅋㅋ	NA	X	X	O
@	SW	X	X	O
팥	NNG	X	P	A
미옥	NNP	X	P	A
Regen	SL	X	X	O
#	SW	X	X	O
렛미인	NNP	X	X	O
@	SW	X	X	O
리	NNB	X	X	A
젠	NNP	X	X	A
성형외과	NNG	X	X	A
Street	SL	X	X	O
foods	SL	X	X	O
all	SL	X	X	O
you	SL	X	X	O
want	SL	X	X	O
!	SF	X	X	O
?	SF	X	X	O
(	SS	X	X	O
@	SW	X	X	O
광장시장	NNP	P	P	A
(	SS	X	X	O
Gwangjang	SL	X	X	O
Market	SL	X	X	O
)	SS	X	X	O
in	SL	X	X	O
서울특별시	NNP	X	X	O
)	SS	X	X	O
시청	NNG	X	X	A
에서	JKB	X	X	O
오늘	NNG	X	X	O
시위	NNG	X	X	O
있	VV	X	X	O
을	ETM	X	X	O
예정	NNG	X	X	O
이	VCP	X	X	O
ㄴ데	EC	X	X	O
버스봐라ㅠ	NA	X	X	O
I	SL	X	X	O
'	SS	X	X	O
m	SL	X	X	O
at	SL	X	X	O
인천국제공항	NNP	P	P	A
(	SS	X	X	O
Incheon	SL	X	X	O
International	SL	X	X	O
Airport	SL	X	X	O
-	SS	X	X	O
ICN	SL	X	X	O
)	SS	X	X	O
in	SL	X	X	O
인천광역시	NNP	X	X	O
Economic	SL	X	X	O
101	SN	X	X	O
with	SL	X	X	O
Kuya	SL	X	X	O
Erwin	SL	X	X	O
(	SS	X	X	O
at	SL	X	X	O
커피	NNG	X	P	A
명가	NNG	X	P	A
(	SS	X	X	O
Coffee	SL	X	X	O
Myungga	SL	X	X	O
)	SS	X	X	O
)	SS	X	X	O
?	SF	X	X	O
Rain	SL	X	X	O
and	SL	X	X	O
spring	SL	X	X	O
don	SL	X	X	O
'	SS	X	X	O
t	SL	X	X	O
dance	SL	X	X	O
that	SL	X	X	O
good	SL	X	X	O
.	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
#	SW	X	X	O
spring	SL	X	X	O
#	SW	X	X	O
cherryblossom	SL	X	X	O
#	SW	X	X	O
korea	SL	X	X	O
#	SW	X	X	O
vscocam	SL	X	X	O
@	SW	X	X	O
중앙대학교	NNP	X	X	A
예술	NNG	X	X	A
대학	NNG	X	X	A
KR	SL	X	X	O
:	SP	X	X	O
여성가족부	NNP	X	X	O
,	SP	X	X	O
성폭력	NNG	X	X	O
·	SP	X	X	O
가정폭력	NNP	X	X	O
피해자	NNG	X	X	O
돕	VV	X	X	O
는	ETM	X	X	O
해바라기	NNG	X	P	A
센터	NNG	X	X	A
2	SN	X	X	O
개소	NNB	X	X	O
신설	NNG	X	X	O
?	SF	X	X	O
-	SS	X	X	O
해바라기	NNG	X	P	A
센터	NNG	X	X	A
는	JX	X	X	O
성폭력	NNG	X	X	O
·	SP	X	X	O
가정폭력	NNP	X	X	O
·	SP	X	X	O
성매매	NNP	X	X	O
피해자	NNG	X	X	O
가	JKS	X	X	O
365	SN	X	X	O
일	NNB	X	X	O
24	SN	X	X	O
시간	NNG	X	X	O
의료	NNG	X	X	O
,	SP	X	X	O
수사	NNG	X	X	O
,	SP	X	X	O
법률	NNG	X	X	O
,	SP	X	X	O
상담	NNG	X	X	O
,	SP	X	X	O
심리	NNG	X	X	O
지원	NNG	X	X	O
서비스	NNG	X	X	O
를	JKO	X	X	O
받	VV	X	X	O
을	ETM	X	X	O
수	NNB	X	X	O
있	VV	X	X	O
는	ETM	X	X	O
…	SE	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
?	SF	X	X	O
@	SW	X	X	O
Insadong	SL	X	X	O
서울	NNP	X	P	A
미술관	NNG	X	P	A
I	SL	X	X	O
'	SS	X	X	O
m	SL	X	X	O
at	SL	X	X	O
홈플러스	NNP	P	P	A
/	SP	P	P	O
Home	SL	P	P	O
Plus	SL	P	P	O
in	SL	X	X	O
대전광역시	NNP	X	X	O
Day	SL	X	X	O
2	SN	X	X	O
?	SF	X	X	O
#	SW	X	X	O
adviantures	SL	X	X	O
@	SW	X	X	O
명동역	NNP	X	X	A
Myeongdong	SL	X	X	O
Station	SL	X	X	O
I	SL	X	X	O
'	SS	X	X	O
m	SL	X	X	O
at	SL	X	X	O
망고	NNP	P	P	A
식스	NNP	P	P	A
/	SP	X	X	O
MANGO	SL	X	X	O
SIX	SL	X	X	O
in	SL	X	X	O
서울특별시	NNP	X	X	O
핀홀카메라	NNP	X	X	O
의	JKG	X	X	O
사진	NNG	X	X	O
처럼	JKB	X	X	O
?	SF	X	X	O
@	SW	X	X	O
동대문디자인플라자	NNP	X	X	A
(	SS	X	X	O
Dongdaemun	SL	X	X	O
Design	SL	X	X	O
Plaza	SL	X	X	O
,	SP	X	X	O
DDP	SL	X	X	O
)	SS	X	X	O
생일날	NNG	X	X	O
에	JKB	X	X	O
안동하회마을	NNP	X	P	A
방문	NNG	X	X	O
한	XSV	X	X	O
엘리자베스	NNP	X	X	O
여왕	NNG	X	X	O
생일	NNG	X	X	O
상	XSN	X	X	O
클라스	NNP	X	X	O
;	SP	X	X	O
;	SP	X	X	O
4	SN	X	X	O
.	SF	X	X	O
16	SN	X	X	O
...	SE	X	X	O
싸이렌	NNP	X	P	O
이	JKS	X	X	O
울리	VV	X	X	O
며	EC	X	X	O
모두	NNG	X	X	O
가	JKS	X	X	O
멈추	VV	X	X	O
ㄴ다	EC	X	X	O
(	SS	X	X	O
@	SW	X	X	O
마로니에공원	NNP	P	P	A
